ano;regiao;estado;estacao;qtd
2019;N;PA;CAPITAO POCO;8760
2019;N;PA;SANTAREM;8760
2019;N;PA;DOM ELISEU;8760
2019;N;PA;ALTAMIRA;8760
2019;N;PA;REDENCAO;4176
2019;N;RO;PORTO VELHO;8760
2019;N;RO;VILHENA;8760
2019;N;RO;CACOAL;8760
2019;N;RO;ARIQUEMES;8760
2019;N;RR;BOA VISTA;8760
2019;N;TO;PALMAS;8760
2019;N;TO;PARANA;8760
2019;N;TO;PEIXE;8760
2019;N;TO;GURUPI;8760
2019;N;TO;PEDRO AFONSO;8760
2019;N;TO;ARAGUAINA;8760
2019;N;TO;DIANOPOLIS;8760
2019;N;TO;FORMOSO DO ARAGUAIA;8760
2019;N;TO;MATEIROS;8760
2019;N;TO;MARIANOPOLIS DO TO;8760
2019;N;TO;CAMPOS LINDOS;8760
2019;N;TO;ARAGUATINS;8760
2019;N;TO;SANTA FE DO ARAGUAIA;8760
2019;N;TO;COLINAS DO TOCANTINS;8760
2019;N;TO;RIO SONO;8760
2019;N;TO;PIUM;8760
2019;N;TO;SANTA ROSA DO TOCANTINS;8760
2019;N;TO;ALMAS;8760
2019;N;TO;ARAGUACU;8760
2019;N;TO;LAGOA DA CONFUSAO;8760
2019;NE;AL;MACEIO;8760
2019;NE;AL;PAO DE ACUCAR;8760
2019;NE;AL;PALMEIRA DOS INDIOS;8760
2019;NE;AL;ARAPIRACA;8760
2019;NE;AL;CORURIPE;8760
2019;NE;AL;SAO LUIS DO QUITUNDE;8760
2019;NE;AL;PIRANHAS;8760
2019;NE;BA;SALVADOR;8760
2019;NE;BA;BARREIRAS;8760
2019;NE;BA;LUIZ EDUARDO MAGALHAES;8760
2019;NE;BA;CARAVELAS;8760
2019;NE;BA;CRUZ DAS ALMAS;8760
2019;NE;BA;ITIRUCU;8760
2019;NE;BA;ITABERABA;8760
2019;NE;BA;ILHEUS;8760
2019;NE;BA;MACAJUBA;8760
2019;NE;BA;FEIRA DE SANTANA;8760
2019;NE;BA;VITORIA DA CONQUISTA;8760
2019;NE;BA;SANTA RITA DE CASSIA;8760
2019;NE;BA;CORRENTINA;8760
2019;NE;BA;BOM JESUS DA LAPA;8760
2019;NE;BA;ABROLHOS;8760
2019;NE;BA;REMANSO;8760
2019;NE;BA;IRECE;8760
2019;NE;BA;LENCOIS;8760
2019;NE;BA;GUANAMBI;8760
2019;NE;BA;PORTO SEGURO;8760
2019;NE;BA;SENHOR DO BONFIM;8760
2019;NE;BA;BARRA;8760
2019;NE;BA;PIATA;8760
2019;NE;BA;CONDE;8760
2019;NE;BA;BURITIRAMA;8760
2019;NE;BA;BRUMADO;8760
2019;NE;BA;AMARGOSA;8760
2019;NE;BA;UAUA;8760
2019;NE;BA;QUEIMADAS;8760
2019;NE;BA;UNA;8760
2019;NE;BA;MARAU;8760
2019;NE;BA;IBOTIRAMA;8760
2019;NE;BA;JACOBINA;8760
2019;NE;BA;SERRINHA;8760
2019;NE;BA;EUCLIDES DA CUNHA;8760
2019;NE;BA;DELFINO;8760
2019;NE;BA;VALENCA;8760
2019;NE;BA;IPIAU;8760
2019;NE;BA;ITAPETINGA;8760
2019;NE;BA;BELMONTE;8760
2019;NE;BA;CURACA;8760
2019;NE;BA;PILAO ARCADO;8760
2019;NE;BA;JEREMOABO;8760
2019;NE;BA;FORMOSO DO RIO PRETO;8760
2019;NE;BA;ITAMARAJU;8760
2019;NE;BA;SALVADOR (RADIO FAROL);8760
2019;NE;BA;RIBEIRA DO AMPARO;8760
2019;NE;CE;FORTALEZA;8760
2019;NE;CE;SOBRAL;8760
2019;NE;CE;GUARAMIRANGA;8760
2019;NE;CE;BARBALHA;8760
2019;NE;CE;IGUATU;8760
2019;NE;CE;TAUA;8760
2019;NE;CE;QUIXERAMOBIM;8760
2019;NE;CE;MORADA NOVA;8760
2019;NE;CE;JAGUARUANA;8760
2019;NE;CE;CRATEUS;8760
2019;NE;CE;CAMPOS SALES;8760
2019;NE;CE;JAGUARIBE;8760
2019;NE;CE;ITAPIPOCA;8760
2019;NE;CE;ACARAU;8760
2019;NE;CE;TIANGUA;8760
2019;NE;CE;QUIXADA;8760
2019;NE;MA;SAO LUIS;8760
2019;NE;MA;BALSAS;8760
2019;NE;MA;CAROLINA;8760
2019;NE;MA;CHAPADINHA;8760
2019;NE;MA;GRAJAU;8760
2019;NE;MA;FAROL de SANTANA;8760
2019;NE;MA;PREGUICAS;8760
2019;NE;MA;TURIACU;8760
2019;NE;MA;BACABAL;8760
2019;NE;MA;BARRA DO CORDA;8760
2019;NE;MA;COLINAS;8760
2019;NE;MA;ALTO PARNAIBA;8760
2019;NE;MA;ESTREITO;8760
2019;NE;MA;IMPERATRIZ;8760
2019;NE;MA;CAXIAS;8760
2019;NE;MA;BURITICUPU;8760
2019;NE;MA;ZE DOCA;2520
2019;NE;PB;AREIA;8760
2019;NE;PB;CAMPINA GRANDE;8760
2019;NE;PB;JOAO PESSOA;8760
2019;NE;PB;PATOS;8760
2019;NE;PB;SAO GONCALO;8760
2019;NE;PB;MONTEIRO;8760
2019;NE;PB;CABACEIRAS;8760
2019;NE;PB;CAMARATUBA;8760
2019;NE;PB;ITAPORANGA;8760
2019;NE;PE;RECIFE;8760
2019;NE;PE;PETROLINA;8760
2019;NE;PE;ARCO VERDE;8760
2019;NE;PE;GARANHUNS;8760
2019;NE;PE;SURUBIM;8760
2019;NE;PE;CABROBO;8760
2019;NE;PE;CARUARU;8760
2019;NE;PE;IBIMIRIM;8760
2019;NE;PE;SERRA TALHADA;8760
2019;NE;PE;FLORESTA;8760
2019;NE;PE;PALMARES;8760
2019;NE;PE;OURICURI;8760
2019;NE;PE;SALGUEIRO;8760
2019;NE;PI;PARNAIBA;8760
2019;NE;PI;FLORIANO;8760
2019;NE;PI;TERESINA;8760
2019;NE;PI;BOM JESUS DO PIAUI;8760
2019;NE;PI;PAULISTANA;8760
2019;NE;PI;SAO JOAO DO PIAUI;8760
2019;NE;PI;PIRIPIRI;8760
2019;NE;PI;ALVORADA DO GURGUEIA;8760
2019;NE;PI;CARACOL;8760
2019;NE;PI;PICOS;8760
2019;NE;PI;SAO RAIMUNDO NONATO;8760
2019;NE;PI;URUCUI;8760
2019;NE;PI;OEIRAS;8760
2019;NE;PI;CASTELO DO PIAUI;8760
2019;NE;PI;VALENCA DO PIAUI;8760
2019;NE;PI;GILBUES;8760
2019;NE;PI;CANTO DO BURITI;8760
2019;NE;PI;CORRENTE;8760
2019;NE;PI;BAIXA GRANDE DO RIBEIRO;8760
2019;NE;PI;CAMPO MAIOR;8760
2019;NE;PI;ANGICAL DO PIAUI;1152
2019;NE;RN;ARQ.SAO PEDRO E SAO PAULO;8760
2019;NE;RN;NATAL;8760
2019;NE;RN;CAICO;8760
2019;NE;RN;MACAU;8760
2019;NE;RN;MOSSORO;8760
2019;NE;RN;APODI;8760
2019;NE;RN;CALCANHAR;8760
2019;NE;RN;SANTA CRUZ;8760
2019;NE;RN;IPANGUACU;8760
2019;NE;SE;ARACAJU;8760
2019;NE;SE;ITABAIANINHA;8760
2019;NE;SE;POCO VERDE;8760
2019;NE;SE;CARIRA;8760
2019;NE;SE;BREJO GRANDE;8760
2019;NE;SE;ITABAIANA;8760
2019;NE;SE;NOSSA SENHORA DA GLORIA;8760
2019;S;PR;CURITIBA;8760
2019;S;PR;IVAI;8760
2019;S;PR;CASTRO;8760
2019;S;PR;MAL. CANDIDO RONDON;8760
2019;S;PR;JOAQUIM TAVORA;8760
2019;S;PR;NOVA TEBAS;8760
2019;S;PR;INACIO MARTINS;8760
2019;S;PR;ICARAIMA;8760
2019;S;PR;GOIOERE;8760
2019;S;PR;MARINGA;8760
2019;S;PR;NOVA FATIMA;8760
2019;S;PR;DOIS VIZINHOS;8760
2019;S;PR;FOZ DO IGUACU;8760
2019;S;PR;DIAMANTE DO NORTE;8760
2019;S;PR;PARANAPOEMA;8760
2019;S;PR;PLANALTO;8760
2019;S;PR;CIDADE GAUCHA;8760
2019;S;PR;JAPIRA;8760
2019;S;PR;VENTANIA;8760
2019;S;PR;MORRETES;8760
2019;S;PR;SAO MATEUS DO SUL;8760
2019;S;PR;GENERAL CARNEIRO;8760
2019;S;PR;CLEVELANDIA;8760
2019;S;PR;CAMPINA DA LAGOA;8760
2019;S;PR;LARANJEIRAS DO SUL;8760
2019;S;PR;COLOMBO;8760
2019;S;RS;PORTO ALEGRE;8760
2019;S;RS;RIO GRANDE;8760
2019;S;RS;SANTA MARIA;8760
2019;S;RS;SANTANA DO LIVRAMENTO;8760
2019;S;RS;SANTO AUGUSTO;8760
2019;S;RS;TORRES;8760
2019;S;RS;URUGUAIANA;8760
2019;S;RS;SANTA ROSA;8760
2019;S;RS;CANGUCU;8760
2019;S;RS;CACAPAVA DO SUL;8760
2019;S;RS;RIO PARDO;8760
2019;S;RS;ALEGRETE;8760
2019;S;RS;BAGE;8760
2019;S;RS;ERECHIM;8760
2019;S;RS;SAO JOSE DOS AUSENTES;8760
2019;S;RS;SAO BORJA;8760
2019;S;RS;QUARAI;8760
2019;S;RS;SAO GABRIEL;8760
2019;S;RS;SANTIAGO;8760
2019;S;RS;TRAMANDAI;8760
2019;S;RS;JAGUARAO;8760
2019;S;RS;SOLEDADE;8760
2019;S;RS;CAMAQUA;8760
2019;S;RS;PASSO FUNDO;8760
2019;S;RS;BENTO GONCALVES;8760
2019;S;RS;LAGOA VERMELHA;8760
2019;S;RS;SAO LUIZ GONZAGA;8760
2019;S;RS;CRUZ ALTA;8760
2019;S;RS;FREDERICO WESTPHALEN;8760
2019;S;RS;PALMEIRA DAS MISSOES;8760
2019;S;RS;MOSTARDAS;8760
2019;S;RS;CANELA;8760
2019;S;RS;VACARIA;8760
2019;S;RS;DOM PEDRITO;8760
2019;S;RS;TEUTONIA;8760
2019;S;RS;IBIRUBA;8760
2019;S;RS;CAMPO BOM;8760
2019;S;RS;TUPANCIRETA;8760
2019;S;RS;CAPAO DO LEAO (PELOTAS);4008
2019;S;RS;SAO VICENTE DO SUL;8760
2019;S;RS;ENCRUZILHADA DO SUL;8760
2019;S;RS;SERAFINA CORREA;8760
2019;S;RS;CAMBARA DO SUL;8760
2019;S;RS;Santa Vitoria do Palmar - Barra do Chui;8760
2019;S;SC;FLORIANOPOLIS;8760
2019;S;SC;URUSSANGA;8760
2019;S;SC;SAO JOAQUIM;8760
2019;S;SC;NOVO HORIZONTE;8760
2019;S;SC;INDAIAL;8760
2019;S;SC;JOACABA;8760
2019;S;SC;BOM JARDIM DA SERRA - MORRO DA IGREJA;8760
2019;S;SC;DIONISIO CERQUEIRA;8760
2019;S;SC;ITAPOA;8760
2019;S;SC;SAO MIGUEL DO OESTE;8760
2019;S;SC;XANXERE;8760
2019;S;SC;CACADOR;8760
2019;S;SC;CURITIBANOS;8760
2019;S;SC;RIO DO CAMPO;8760
2019;S;SC;RIO NEGRINHO;8760
2019;S;SC;ITUPORANGA;8760
2019;S;SC;MAJOR VIEIRA;8760
2019;S;SC;LAGES;8760
2019;S;SC;Laguna  - Farol de Santa Marta;8760
2019;S;SC;ARARANGUA;8760
2019;S;SC;ITAJAI;8760
2019;S;SC;RANCHO QUEIMADO;8760
2019;S;SC;CHAPECO;7584
2019;S;SC;CAMPOS NOVOS;7680
2019;SE;ES;VITORIA;8760
2019;SE;ES;SANTA TERESA;8760
2019;SE;ES;LINHARES;8760
2019;SE;ES;ALFREDO CHAVES;8760
2019;SE;ES;SAO MATEUS;8760
2019;SE;ES;ALEGRE;8760
2019;SE;ES;PRES. KENNEDY;8760
2019;SE;ES;NOVA VENECIA;8760
2019;SE;ES;ECOPORANGA;8760
2019;SE;ES;MARILANDIA;8760
2019;SE;ES;VENDA NOVA DO IMIGRANTE;8760
2019;SE;ES;VILA VELHA;8760
2019;SE;ES;AFONSO CLAUDIO;8760
2019;SE;MG;BARBACENA;8760
2019;SE;MG;ARAXA;8760
2019;SE;MG;MONTES CLAROS;8760
2019;SE;MG;UBERLANDIA;8760
2019;SE;MG;ALMENARA;8760
2019;SE;MG;MONTE VERDE;8760
2019;SE;MG;VICOSA;8760
2019;SE;MG;TIMOTEO;8760
2019;SE;MG;ITUIUTABA;8760
2019;SE;MG;OURO BRANCO;8760
2019;SE;MG;SAO JOAO DEL REI;8760
2019;SE;MG;VARGINHA;8760
2019;SE;MG;PASSOS;8760
2019;SE;MG;MURIAE;8760
2019;SE;MG;JUIZ DE FORA;8760
2019;SE;MG;CAMPINA VERDE;8760
2019;SE;MG;CONCEICAO DAS ALAGOAS;8760
2019;SE;MG;PAMPULHA;8760
2019;SE;MG;SERRA DOS AIMORES;8760
2019;SE;MG;PATROCINIO;8760
2019;SE;MG;FORMIGA;8760
2019;SE;MG;SACRAMENTO;8760
2019;SE;MG;MONTALVANIA;8760
2019;SE;MG;TEOFILO OTONI;8760
2019;SE;MG;TRES MARIAS;8760
2019;SE;MG;PASSA QUATRO;8760
2019;SE;MG;CALDAS;8760
2019;SE;MG;MARIA DA FE;8760
2019;SE;MG;GOVERNADOR VALADARES;8760
2019;SE;MG;GUANHAES;8760
2019;SE;MG;AIMORES;8760
2019;SE;MG;FLORESTAL;8760
2019;SE;MG;DORES DO INDAIA;8760
2019;SE;MG;DIAMANTINA;8760
2019;SE;MG;CURVELO;8760
2019;SE;MG;MOCAMBINHO;8760
2019;SE;MG;MANTENA;8760
2019;SE;MG;CAPELINHA;8760
2019;SE;MG;UNAI;8760
2019;SE;MG;ESPINOSA;8760
2019;SE;MG;BURITIS;8760
2019;SE;MG;PIRAPORA;8760
2019;SE;MG;GUARDA-MOR;8760
2019;SE;MG;SAO ROMAO;8760
2019;SE;MG;CHAPADA GAUCHA;8760
2019;SE;MG;AGUAS VERMELHAS;8760
2019;SE;MG;ITAOBIM;8760
2019;SE;MG;RIO PARDO DE MINAS;8760
2019;SE;MG;SALINAS;8760
2019;SE;MG;JOAO PINHEIRO;8760
2019;SE;MG;CARATINGA;8760
2019;SE;MG;IBIRITE (ROLA MOCA);8760
2019;SE;MG;MANHUACU;8760
2019;SE;MG;CORONEL PACHECO;8760
2019;SE;MG;JANUARIA;8760
2019;SE;MG;SAO SEBASTIAO DO PARAISO;8760
2019;SE;MG;PATOS DE MINAS;8760
2019;SE;MG;JANAUBA;8760
2019;SE;MG;DIVINOPOLIS;8760
2019;SE;MG;BAMBUI;8760
2019;SE;MG;ARACUAI;8760
2019;SE;MG;MACHADO;8760
2019;SE;MG;UBERABA;8760
2019;SE;MG;SETE LAGOAS;8760
2019;SE;MG;OLIVEIRA;8760
2019;SE;MG;PARACATU;8760
2019;SE;MG;BELO HORIZONTE - CERCADINHO;8760
2019;SE;RJ;SEROPEDICA-ECOLOGIA AGRICOLA;8760
2019;SE;RJ;RIO DE JANEIRO-MARAMBAIA;8760
2019;SE;RJ;DUQUE DE CAXIAS - XEREM;8760
2019;SE;RJ;CAMBUCI;8760
2019;SE;RJ;ARRAIAL DO CABO;8760
2019;SE;RJ;CAMPOS DOS GOYTACAZES;8760
2019;SE;RJ;MACAE;8760
2019;SE;RJ;RESENDE;8760
2019;SE;RJ;PICO DO COUTO;8760
2019;SE;RJ;VALENCA;8760
2019;SE;RJ;TERESOPOLIS-PARQUE NACIONAL;8760
2019;SE;RJ;PARATI;8760
2019;SE;RJ;CAMPOS DOS GOYTACAZES - SAO TOME;8760
2019;SE;RJ;RIO DE JANEIRO - VILA MILITAR;8760
2019;SE;RJ;NOVA FRIBURGO - SALINAS;8760
2019;SE;RJ;TRES RIOS;8760
2019;SE;RJ;RIO CLARO;8760
2019;SE;RJ;NITEROI;8760
2019;SE;RJ;ANGRA DOS REIS;8760
2019;SE;RJ;CARMO;8760
2019;SE;RJ;SANTA MARIA MADALENA;8760
2019;SE;RJ;ITATIAIA;8760
2019;SE;RJ;RIO DE JANEIRO - JACAREPAGUA;8760
2019;SE;RJ;RIO DE JANEIRO - FORTE DE COPACABANA;8760
2019;SE;RJ;SILVA JARDIM;8760
2019;SE;RJ;SAQUAREMA - SAMPAIO CORREIA;8760
2019;SE;SP;SAO PAULO - MIRANTE;8760
2019;SE;SP;BAURU;8760
2019;SE;SP;CAMPOS DO JORDAO;8760
2019;SE;SP;PRESIDENTE PRUDENTE;8760
2019;SE;SP;FRANCA;8760
2019;SE;SP;SAO CARLOS;8760
2019;SE;SP;IGUAPE;8760
2019;SE;SP;SOROCABA;8760
2019;SE;SP;ITAPEVA;8760
2019;SE;SP;SAO MIGUEL ARCANJO;8760
2019;SE;SP;OURINHOS;8760
2019;SE;SP;RANCHARIA;8760
2019;SE;SP;AVARE;8760
2019;SE;SP;PIRACICABA;8760
2019;SE;SP;LINS;8760
2019;SE;SP;TAUBATE;8760
2019;SE;SP;VOTUPORANGA;8760
2019;SE;SP;JALES;8760
2019;SE;SP;VALPARAISO;8760
2019;SE;SP;JOSE BONIFACIO;8760
2019;SE;SP;ARIRANHA;8760
2019;SE;SP;IBITINGA;8760
2019;SE;SP;CASA BRANCA;8760
2019;SE;SP;ITAPIRA;8760
2019;SE;SP;SAO LUIS DO PARAITINGA;8760
2019;SE;SP;BARRA BONITA;8760
2019;SE;SP;BRAGANCA PAULISTA;8760
2019;SE;SP;BARRA DO TURVO;8760
2019;SE;SP;PRADOPOLIS;8760
2019;SE;SP;BARRETOS;8760
2019;SE;SP;ITUVERAVA;8760
2019;SE;SP;BARUERI;8760
2019;SE;SP;DRACENA;8760
2019;SE;SP;MARILIA;8760
2019;SE;SP;BEBDOURO;8760
2019;SE;SP;BERTIOGA;8760
2019;SE;SP;REGISTRO;8760
2019;SE;SP;SAO SEBASTIAO;8760
2019;SE;SP;TUPA;8760
2019;SE;SP;CACHOEIRA PAULISTA;8760
2019;SE;SP;SAO SIMAO;4368
2019;SE;SP;SAO PAULO - INTERLAGOS;8760
2020;CO;DF;BRASILIA;8784
2020;CO;DF;BRAZLANDIA;8784
2020;CO;DF;AGUAS EMENDADAS;8784
2020;CO;DF;GAMA (PONTE ALTA);8784
2020;CO;DF;PARANOA (COOPA-DF);8784
2020;CO;GO;GOIANIA;8784
2020;CO;GO;MORRINHOS;8784
2020;CO;GO;PORANGATU;8784
2020;CO;GO;SAO SIMAO;8784
2020;CO;GO;LUZIANIA;8784
2020;CO;GO;ARAGARCAS;8784
2020;CO;GO;GOIAS;8784
2020;CO;GO;ITAPACI;8784
2020;CO;GO;JATAI;8784
2020;CO;GO;POSSE;8784
2020;CO;GO;GOIANESIA;8784
2020;CO;GO;CAIAPONIA;8784
2020;CO;GO;ALTO PARAISO DE GOIAS;8784
2020;CO;GO;RIO VERDE;8784
2020;CO;GO;MINEIROS;8784
2020;CO;GO;PARAUNA;8784
2020;CO;GO;IPORA;8784
2020;CO;GO;EDEIA;8784
2020;CO;GO;SAO MIGUEL DO ARAGUAIA;8784
2020;CO;GO;MONTE ALEGRE DE GOIAS;8784
2020;CO;GO;PIRES DO RIO;8784
2020;CO;GO;CATALAO;8784
2020;CO;GO;ITUMBIARA;8784
2020;CO;GO;CRISTALINA;8784
2020;CO;GO;SILVANIA;8784
2020;CO;GO;CRISTALINA (FAZENDA SANTA MONICA);8784
2020;CO;MS;CAMPO GRANDE;8784
2020;CO;MS;PONTA PORA;8784
2020;CO;MS;TRES LAGOAS;8784
2020;CO;MS;IVINHEMA;8784
2020;CO;MS;PARANAIBA;8784
2020;CO;MS;NHUMIRIM;8784
2020;CO;MS;AQUIDAUANA;8784
2020;CO;MS;COXIM;8784
2020;CO;MS;DOURADOS;8784
2020;CO;MS;MIRANDA;8784
2020;CO;MS;PORTO MURTINHO;8784
2020;CO;MS;CORUMBA;8784
2020;CO;MS;CHAPADAO DO SUL;8784
2020;CO;MS;MARACAJU;8784
2020;CO;MS;SAO GABRIEL DO OESTE;8784
2020;CO;MS;CASSILANDIA;8784
2020;CO;MS;RIO BRILHANTE;8784
2020;CO;MS;JUTI;8784
2020;CO;MS;AMAMBAI;8784
2020;CO;MS;SETE QUEDAS;8784
2020;CO;MS;ITAQUIRAI;8784
2020;CO;MS;SIDROLANDIA;8784
2020;CO;MS;AGUA CLARA;8784
2020;CO;MS;BELA VISTA;8784
2020;CO;MS;JARDIM;8784
2020;CO;MS;BATAGUASSU;8784
2020;CO;MS;COSTA RICA;8784
2020;CO;MS;SONORA;8784
2020;CO;MS;ANGELICA;8784
2020;CO;MS;ARAL MOREIRA;8784
2020;CO;MS;BANDEIRANTES;8784
2020;CO;MS;BONITO;8784
2020;CO;MS;BRASILANDIA;8784
2020;CO;MS;CAARAPO;8784
2020;CO;MS;CAMAPUA;8784
2020;CO;MS;FATIMA DO SUL;8784
2020;CO;MS;IGUATEMI;8784
2020;CO;MS;ITAPORA;8784
2020;CO;MS;LAGUNA CARAPA;8784
2020;CO;MS;NOVA ALVORADA DO SUL;8784
2020;CO;MS;NOVA ANDRADINA;8784
2020;CO;MS;PEDRO GOMES;8784
2020;CO;MS;RIBAS DO RIO PARDO;8784
2020;CO;MS;SANTA RITA DO PARDO;8784
2020;CO;MS;SELVIRIA;8784
2020;CO;MT;CUIABA;8784
2020;CO;MT;TANGARA DA SERRA;8784
2020;CO;MT;S.J. DO RIO CLARO;8784
2020;CO;MT;SORRISO;8784
2020;CO;MT;CAMPO NOVO DOS PARECIS;8784
2020;CO;MT;GUARANTA DO NORTE;8784
2020;CO;MT;RONDONOPOLIS;8784
2020;CO;MT;AGUA BOA;8784
2020;CO;MT;ALTO ARAGUAIA;8784
2020;CO;MT;APIACAS;8784
2020;CO;MT;SAPEZAL;8784
2020;CO;MT;CAMPO VERDE;8784
2020;CO;MT;COMODORO;8784
2020;CO;MT;JUARA;8784
2020;CO;MT;PARANATINGA;8784
2020;CO;MT;SINOP;8784
2020;CO;MT;COTRIGUACU;8784
2020;CO;MT;JUINA;8784
2020;CO;MT;SAO FELIX  DO ARAGUAIA;8784
2020;CO;MT;VILA BELA DA SANTISSIMA TRINDADE;8784
2020;CO;MT;PRIMAVERA DO LESTE;8784
2020;CO;MT;ALTA FLORESTA;8784
2020;CO;MT;CARLINDA;8784
2020;CO;MT;BRASNORTE (NOVO MUNDO);8784
2020;CO;MT;NOVA MARINGA;8784
2020;CO;MT;NOVA UBIRATA;8784
2020;CO;MT;GAUCHA DO NORTE;8784
2020;CO;MT;SANTO ANTONIO DO LESTE;8784
2020;CO;MT;GUIRATINGA;8784
2020;CO;MT;ITIQUIRA;8784
2020;CO;MT;ALTO TAQUARI;8784
2020;CO;MT;PORTO ESTRELA;8784
2020;CO;MT;SALTO DO CEU;8784
2020;CO;MT;PONTES E LACERDA;8784
2020;CO;MT;CACERES;8784
2020;CO;MT;SAO JOSE DO XINGU;8784
2020;CO;MT;SERRA NOVA DOURADA;8784
2020;CO;MT;ROSARIO OESTE;8784
2020;N;AC;PARQUE ESTADUAL CHANDLESS;8784
2020;N;AC;RIO BRANCO;8784
2020;N;AC;CRUZEIRO DO SUL;8784
2020;N;AC;PORTO WALTER;8784
2020;N;AC;MARECHAL THAUMATURGO;8784
2020;N;AC;FEIJO;8784
2020;N;AC;EPITACIOLANDIA;8784
2020;N;AM;MANAUS;8784
2020;N;AM;EIRUNEPE;8784
2020;N;AM;BOCA DO ACRE;8784
2020;N;AM;LABREA;8784
2020;N;AM;HUMAITA;8784
2020;N;AM;APUI;8784
2020;N;AM;COARI;8784
2020;N;AM;MANACAPURU;8784
2020;N;AM;AUTAZES;8784
2020;N;AM;ITACOATIARA;8784
2020;N;AM;MAUES;8784
2020;N;AM;PARINTINS;8784
2020;N;AM;URUCARA;8784
2020;N;AM;RIO URUBU;8784
2020;N;AM;PRESIDENTE FIGUEIREDO;8784
2020;N;AM;BARCELOS;8784
2020;N;AM;MANICORE;8784
2020;N;AM;S. G. DA CACHOEIRA;8784
2020;N;AM;NOVO ARIPUANA;8784
2020;N;AP;OIAPOQUE;8784
2020;N;AP;PORTO GRANDE;8784
2020;N;AP;MACAPA;8784
2020;N;AP;ITAUBAL;8784
2020;N;PA;BELEM;8784
2020;N;PA;CASTANHAL;8784
2020;N;PA;MEDICILANDIA;8784
2020;N;PA;PACAJA;8784
2020;N;PA;PLACAS;8784
2020;N;PA;PARAGOMINAS;8784
2020;N;PA;TOME ACU;8784
2020;N;PA;RONDON DO PARA;8784
2020;N;PA;SALINOPOLIS;8784
2020;N;PA;SAO FELIX DO XINGU;8784
2020;N;PA;BRAGANCA;8784
2020;N;PA;SOURE;8784
2020;N;PA;BREVES;8784
2020;N;PA;TUCURUI;8784
2020;N;PA;SERRA DOS CARAJAS;8784
2020;N;PA;ITAITUBA;8784
2020;N;PA;OBIDOS;8784
2020;N;PA;SANTANA DO ARAGUAIA;8784
2020;N;PA;TUCUMA;8784
2020;N;PA;NOVO REPARTIMENTO;8784
2020;N;PA;CAMETA;8784
2020;N;PA;MONTE ALEGRE;8784
2020;N;PA;MARABA;8784
2020;N;PA;CONCEICAO DO ARAGUAIA;8784
2020;N;PA;MINA DO PALITO;8784
2020;N;PA;XINGUARA;8784
2020;N;PA;CAPITAO POCO;8784
2020;N;PA;SANTAREM;8784
2020;N;PA;DOM ELISEU;8784
2020;N;PA;ALTAMIRA;8784
2020;N;PA;REDENCAO;8784
2020;N;RO;PORTO VELHO;8784
2020;N;RO;VILHENA;8784
2020;N;RO;CACOAL;8784
2020;N;RO;ARIQUEMES;8784
2020;N;RR;BOA VISTA;8784
2020;N;TO;PALMAS;8784
2020;N;TO;PARANA;8784
2020;N;TO;PEIXE;8784
2020;N;TO;GURUPI;8784
2020;N;TO;PEDRO AFONSO;8784
2020;N;TO;ARAGUAINA;8784
2020;N;TO;DIANOPOLIS;8784
2020;N;TO;FORMOSO DO ARAGUAIA;8784
2020;N;TO;MATEIROS;8784
2020;N;TO;MARIANOPOLIS DO TO;8784
2020;N;TO;CAMPOS LINDOS;8784
2020;N;TO;ARAGUATINS;8784
2020;N;TO;SANTA FE DO ARAGUAIA;8784
2020;N;TO;COLINAS DO TOCANTINS;8784
2020;N;TO;RIO SONO;8784
2020;N;TO;PIUM;8784
2020;N;TO;SANTA ROSA DO TOCANTINS;8784
2020;N;TO;ALMAS;8784
2020;N;TO;ARAGUACU;8784
2020;N;TO;LAGOA DA CONFUSAO;8784
2020;NE;AL;MACEIO;8784
2020;NE;AL;PAO DE ACUCAR;8784
2020;NE;AL;PALMEIRA DOS INDIOS;8784
2020;NE;AL;ARAPIRACA;8784
2020;NE;AL;CORURIPE;8784
2020;NE;AL;SAO LUIS DO QUITUNDE;8784
2020;NE;AL;PIRANHAS;8784
2020;NE;BA;SALVADOR;8784
2020;NE;BA;BARREIRAS;8784
2020;NE;BA;LUIZ EDUARDO MAGALHAES;8784
2020;NE;BA;CARAVELAS;8784
2020;NE;BA;CRUZ DAS ALMAS;8784
2020;NE;BA;ITIRUCU;8784
2020;NE;BA;ITABERABA;8784
2020;NE;BA;ILHEUS;8784
2020;NE;BA;MACAJUBA;8784
2020;NE;BA;FEIRA DE SANTANA;8784
2020;NE;BA;VITORIA DA CONQUISTA;8784
2020;NE;BA;SANTA RITA DE CASSIA;8784
2020;NE;BA;CORRENTINA;8784
2020;NE;BA;BOM JESUS DA LAPA;8784
2020;NE;BA;ABROLHOS;8784
2020;NE;BA;REMANSO;8784
2020;NE;BA;IRECE;8784
2020;NE;BA;LENCOIS;8784
2020;NE;BA;GUANAMBI;8784
2020;NE;BA;PORTO SEGURO;8784
2020;NE;BA;SENHOR DO BONFIM;8784
2020;NE;BA;BARRA;8784
2020;NE;BA;PIATA;8784
2020;NE;BA;CONDE;8784
2020;NE;BA;BURITIRAMA;8784
2020;NE;BA;BRUMADO;8784
2020;NE;BA;AMARGOSA;8784
2020;NE;BA;UAUA;8784
2020;NE;BA;QUEIMADAS;8784
2020;NE;BA;UNA;8784
